Poland,  Population size (1-year)     Last modified: 08-Jul-2011, MPv5 (May07)

Year     Age      Female         Male        Total
1964      69      87333.61     57430.82    144764.43
1964      70      80259.13     52373.09    132632.22
1964      71      70371.69     43149.08    113520.77
1964      72      63726.82     40056.53    103783.35
1964      73      66535.87     38158.74    104694.61
1964      74      57775.42     34364.14     92139.56
1964      75      59323.64     32914.91     92238.55
1964      76      47771.89     27059.06     74830.95
1964      77      44270.04     24069.55     68339.59
1964      78      39974.66     20866.44     60841.10
1964      79      32931.16     17250.34     50181.50
1964      80      28307.49     14916.19     43223.68
1964      81      25355.76     12660.78     38016.54
1964      82      19714.02      9817.78     29531.80
1964      83      18026.50      8585.82     26612.32
1964      84      14420.52      6909.27     21329.79
1964      85      11612.97      5446.83     17059.80
1964      86       9281.21      4421.75     13702.96
1964      87       7604.08      3339.94     10944.02
1964      88       6297.54      2748.06      9045.60
1964      89       4696.40      1987.99      6684.39
1964      90       3551.52      1391.72      4943.24
1964      91       2552.84      1006.64      3559.48
1964      92       1630.51       668.18      2298.69
1964      93       1495.00       513.39      2008.39
1964      94        772.10       278.31      1050.41
1964      95        551.42       183.48       734.90
1964      96        418.63       111.71       530.34
1964      97        219.51        55.27       274.78
1964      98        145.43        39.91       185.34
1964      99        124.43        33.04       157.47
1964     100         58.71        14.23        72.94
1964     101         30.93         6.17        37.10
1964     102         18.20         2.92        21.12
1964     103         11.99         1.78        13.77
1964     104          2.69         0.60         3.29
1964     105          2.24         0.00         2.24
1964     106          0.76         0.00         0.76
1964     107          0.00         0.00         0.00
1964     108          0.00         0.00         0.00
1964     109          0.00         0.00         0.00
1964     110+         0.00         0.00         0.00
1965       0     264710.92    280622.08    545333.00
1965       1     271071.69    286018.27    557089.96
1965       2     273194.16    289653.39    562847.55
1965       3     284985.24    301041.05    586026.29
1965       4     302409.03    315279.01    617688.04
1965       5     320846.43    336109.92    656956.35
1965       6     341086.01    356510.55    697596.56
1965       7     349174.45    363951.92    713126.37
1965       8     347539.97    363136.96    710676.93
1965       9     353995.01    370744.19    724739.20
1965      10     344908.11    358160.96    703069.07
1965      11     343777.21    357019.24    700796.45
1965      12     339915.49    353990.12    693905.61
1965      13     335281.75    346949.45    682231.20
1965      14     328103.90    340956.34    669060.24
1965      15     306984.09    317162.58    624146.67
1965      16     303484.21    314572.83    618057.04
1965      17     283127.32    292781.19    575908.51
1965      18     261713.02    267906.22    529619.24
1965      19     194159.93    198538.21    392698.14
1965      20     191891.60    194598.26    386489.86
1965      21     185401.16    187921.51    373322.67
1965      22     185224.78    187788.94    373013.72
1965      23     195372.55    199071.17    394443.72
1965      24     210552.26    215215.16    425767.42
1965      25     212785.87    219138.14    431924.01
1965      26     215528.57    219599.89    435128.46
1965      27     219016.60    221401.94    440418.54
1965      28     227148.50    226110.61    453259.11
1965      29     227073.40    227334.63    454408.03
1965      30     223789.09    223224.23    447013.32
1965      31     221422.80    222498.16    443920.96
1965      32     234650.03    233995.63    468645.66
1965      33     236433.63    238063.05    474496.68
1965      34     251327.26    250367.97    501695.23
1965      35     237001.82    234341.27    471343.09
1965      36     237372.92    229502.39    466875.31
1965      37     224377.07    209931.21    434308.28
1965      38     229177.17    203169.68    432346.85
1965      39     243019.02    211042.33    454061.35
1965      40     227014.98    194273.79    421288.77
1965      41     224596.80    193135.14    417731.94
1965      42     217548.36    186360.92    403909.28
1965      43     183934.41    162740.72    346675.13
1965      44     186653.83    166639.63    353293.46
1965      45     165225.49    142442.74    307668.23
1965      46     122843.27    102991.99    225835.26
1965      47     116647.70    101373.05    218020.75
1965      48     125646.81    105360.59    231007.40
1965      49     139820.75    115006.55    254827.30
1965      50     178577.90    146242.29    324820.19
1965      51     175812.64    150982.04    326794.68
1965      52     191176.76    159840.40    351017.16
1965      53     175528.65    153177.20    328705.85
1965      54     187158.07    161681.82    348839.89
1965      55     177051.79    156894.32    333946.11
1965      56     173927.90    150306.88    324234.78
1965      57     172657.20    151735.34    324392.54
1965      58     165850.79    141838.33    307689.12
1965      59     157307.19    131082.46    288389.65
1965      60     153633.39    128208.50    281841.89
1965      61     145234.97    120298.37    265533.34
1965      62     147094.37    117784.00    264878.37
1965      63     132508.32    104566.36    237074.68
1965      64     146193.94    103501.45    249695.39
1965      65     114668.73     85667.68    200336.41
1965      66     115228.91     81011.84    196240.75
1965      67     107684.12     75232.73    182916.85
1965      68     102473.57     68119.85    170593.42
1965      69      96903.55     62677.90    159581.45
1965      70      84591.43     54535.00    139126.43
1965      71      77381.48     49534.09    126915.57
