Poland,  Population size (1-year)     Last modified: 08-Jul-2011, MPv5 (May07)

Year     Age      Female         Male        Total
1987     102         77.81        29.10       106.91
1987     103         44.16        15.66        59.82
1987     104         23.54         7.69        31.23
1987     105         12.41         4.25        16.66
1987     106          6.10         1.90         8.00
1987     107          2.95         0.65         3.60
1987     108          0.85         0.00         0.85
1987     109          0.25         0.00         0.25
1987     110+         0.00         0.00         0.00
1988       0     290159.00    306694.00    596853.00
1988       1     304105.00    319699.00    623804.00
1988       2     323899.00    340866.00    664765.00
1988       3     332933.00    351287.00    684220.00
1988       4     344018.00    361369.00    705387.00
1988       5     333624.00    351566.00    685190.00
1988       6     322439.00    338558.00    660997.00
1988       7     329108.00    344287.00    673395.00
1988       8     325117.00    343201.00    668318.00
1988       9     311920.00    325377.00    637297.00
1988      10     302756.00    317025.00    619781.00
1988      11     313808.00    326890.00    640698.00
1988      12     306957.00    319924.00    626881.00
1988      13     293093.00    307341.00    600434.00
1988      14     281658.00    293553.00    575211.00
1988      15     275721.00    288979.00    564700.00
1988      16     260130.00    271256.00    531386.00
1988      17     254522.00    267108.00    521630.00
1988      18     244479.00    254564.00    499043.00
1988      19     244790.00    255181.00    499971.00
1988      20     240077.00    249595.00    489672.00
1988      21     243545.00    254265.00    497810.00
1988      22     248243.00    258838.00    507081.00
1988      23     255152.00    266508.00    521660.00
1988      24     265318.00    278357.00    543675.00
1988      25     267170.00    282608.00    549778.00
1988      26     275474.00    290627.00    566101.00
1988      27     294665.00    309475.00    604140.00
1988      28     304455.00    324110.00    628565.00
1988      29     325199.00    339205.00    664404.00
1988      30     330254.00    342047.00    672301.00
1988      31     332839.00    341287.00    674126.00
1988      32     336248.00    345387.00    681635.00
1988      33     329256.00    336145.00    665401.00
1988      34     327627.00    333435.00    661062.00
1988      35     326472.00    332740.00    659212.00
1988      36     319895.00    323758.00    643653.00
1988      37     310851.00    316253.00    627104.00
1988      38     294350.00    295733.00    590083.00
1988      39     291402.00    293950.00    585352.00
1988      40     269571.00    270031.00    539602.00
1988      41     248467.00    246086.00    494553.00
1988      42     184122.00    180719.00    364841.00
1988      43     181177.00    175543.00    356720.00
1988      44     176526.00    171880.00    348406.00
1988      45     176846.00    170569.00    347415.00
1988      46     185814.00    179881.00    365695.00
1988      47     199345.00    191071.00    390416.00
1988      48     204210.00    192646.00    396856.00
1988      49     205344.00    193677.00    399021.00
1988      50     205463.00    193968.00    399431.00
1988      51     214898.00    199403.00    414301.00
1988      52     211437.00    197127.00    408564.00
1988      53     207428.00    191866.00    399294.00
1988      54     204954.00    189177.00    394131.00
1988      55     215809.00    196579.00    412388.00
1988      56     215226.00    196098.00    411324.00
1988      57     226033.00    201767.00    427800.00
1988      58     213267.00    187208.00    400475.00
1988      59     213700.00    182817.00    396517.00
1988      60     198719.00    163520.00    362239.00
1988      61     201881.00    155508.00    357389.00
1988      62     211811.00    158180.00    369991.00
1988      63     195001.00    141542.00    336543.00
1988      64     191737.00    139117.00    330854.00
1988      65     182939.00    130901.00    313840.00
1988      66     151638.00    110217.00    261855.00
1988      67     150112.00    109093.00    259205.00
1988      68     131299.00     91086.00    222385.00
1988      69      96385.00     63838.00    160223.00
1988      70      88718.00     60575.00    149293.00
1988      71      94334.00     60532.00    154866.00
1988      72     101577.00     62237.00    163814.00
1988      73     128019.00     77119.00    205138.00
1988      74     122203.00     75023.00    197226.00
1988      75     126700.00     73392.00    200092.00
1988      76     108957.00     63553.00    172510.00
1988      77     110592.00     62756.00    173348.00
1988      78      97531.00     54751.00    152282.00
1988      79      91475.00     47885.00    139360.00
1988      80      82567.57     42825.88    125393.45
1988      81      72078.86     34766.21    106845.07
1988      82      60855.52     28437.04     89292.56
1988      83      54596.43     24403.26     78999.69
1988      84      45764.55     19467.32     65231.87
1988      85      40271.18     16344.10     56615.28
1988      86      31723.47     11906.46     43629.93
1988      87      27452.94     10157.37     37610.31
1988      88      19387.91      6688.30     26076.21
1988      89      15321.45      5069.14     20390.59
1988      90      11384.95      3805.04     15189.99
1988      91       8362.98      2597.88     10960.86
1988      92       6176.49      1838.68      8015.17
1988      93       4386.86      1308.37      5695.23
1988      94       2767.53       881.42      3648.95
1988      95       1861.07       560.82      2421.89
1988      96       1293.43       389.94      1683.37
1988      97        933.46       284.96      1218.42
1988      98        625.85       194.79       820.64
1988      99        388.85       129.54       518.39
1988     100        238.60        77.90       316.50
1988     101        142.87        44.82       187.69
1988     102         81.54        26.82       108.36
1988     103         46.42        17.89        64.31
1988     104         25.55         9.14        34.69
1988     105         12.75         4.14        16.89
1988     106          6.31         2.06         8.37
1988     107          2.83         0.58         3.41
1988     108          1.24         0.00         1.24
1988     109          0.00         0.00         0.00
1988     110+         0.00         0.00         0.00
1989       0     261550.63    271392.36    532942.99
1989       1     282753.61    295720.72    578474.33
1989       2     303553.22    316828.88    620382.10
1989       3     323842.00    337014.91    660856.91
1989       4     334204.70    350037.89    684242.59
1989       5     343876.83    358070.29    701947.12
1989       6     335990.60    351562.82    687553.42
1989       7     321630.48    336018.20    657648.68
1989       8     328083.14    341020.18    669103.32
1989       9     322910.97    338511.31    661422.28
1989      10     317713.03    332127.50    649840.53
1989      11     310791.78    326267.73    637059.51
1989      12     314930.37    329349.55    644279.92
1989      13     306487.28    319574.18    626061.46
1989      14     293916.11    308798.58    602714.69
1989      15     289062.15    301655.29    590717.44
1989      16     278483.96    292896.00    571379.96
1989      17     265012.73    277997.58    543010.31
1989      18     255802.43    268711.65    524514.08
1989      19     239008.75    254027.51    493036.26
1989      20     238293.27    252847.12    491140.39
1989      21     234513.52    247795.98    482309.50
1989      22     238296.35    248737.35    487033.70
1989      23     244351.17    253336.60    497687.77
1989      24     252318.59    262107.40    514425.99
1989      25     259092.13    267568.75    526660.88
1989      26     263762.53    273123.25    536885.78
1989      27     271786.10    280967.66    552753.76
1989      28     294815.38    302488.68    597304.06
1989      29     308240.98    316888.78    625129.76
1989      30     326778.76    335849.47    662628.23
1989      31     332438.92    341537.72    673976.64
1989      32     333426.91    340206.05    673632.96
1989      33     336314.50    343786.61    680101.11
1989      34     327915.65    332829.95    660745.60
1989      35     327148.04    330996.45    658144.49
1989      36     324768.32    328247.25    653015.57
1989      37     319051.23    320080.85    639132.08
1989      38     311261.34    314221.41    625482.75
1989      39     293989.51    294491.61    588481.12
1989      40     289577.15    290103.42    579680.57
1989      41     270193.78    269656.05    539849.83
1989      42     248673.38    245844.20    494517.58
1989      43     189615.83    184472.42    374088.25
1989      44     180885.06    175262.07    356147.13
1989      45     175432.32    170544.44    345976.76
1989      46     175305.43    168630.67    343936.10
1989      47     183312.31    177095.56    360407.87
1989      48     197438.06    188634.25    386072.31
1989      49     202900.19    191639.01    394539.20
1989      50     203032.38    190069.44    393101.82
1989      51     203879.57    191834.67    395714.24
1989      52     211336.23    195742.79    407079.02
1989      53     210234.62    194459.91    404694.53
1989      54     205206.38    188461.07    393667.45
1989      55     203762.02    187000.81    390762.83
1989      56     213730.85    193199.20    406930.05
1989      57     213673.14    193539.27    407212.41
1989      58     224478.24    198358.95    422837.19
1989      59     211422.01    184492.76    395914.77
1989      60     211645.34    179281.40    390926.74
1989      61     197084.51    161213.69    358298.20
1989      62     199781.04    152976.40    352757.44
1989      63     207824.04    154583.10    362407.14
1989      64     192576.12    139074.29    331650.41
1989      65     188750.57    136179.13    324929.70
1989      66     179223.63    128072.98    307296.61
1989      67     151906.75    108979.26    260886.01
1989      68     148005.07    106705.38    254710.45
1989      69     128955.84     89274.48    218230.32
1989      70      95606.79     62755.38    158362.17
1989      71      86155.75     57976.50    144132.25
1989      72      90284.55     57537.77    147822.32
1989      73      96397.35     58753.07    155150.42
1989      74     118618.96     70940.31    189559.27
1989      75     115402.91     69582.08    184984.99
1989      76     117648.67     67500.38    185149.05
1989      77     104132.95     59043.88    163176.83
1989      78     102042.45     56816.29    158858.74
1989      79      90128.04     49340.43    139468.47
1989      80      82207.98     41749.69    123957.67
1989      81      75673.57     37619.88    113293.45
1989      82      65295.86     30234.21     95530.07
1989      83      54518.52     24392.04     78910.56
1989      84      48210.43     20677.26     68887.69
1989      85      40032.55     16242.32     56274.87
1989      86      34643.18     13372.10     48015.28
1989      87      26958.47      9624.46     36582.93
1989      88      22830.94      8164.37     30995.31
1989      89      15837.91      5133.30     20971.21
1989      90      12337.45      3895.14     16232.59
1989      91       8962.95      2894.04     11856.99
1989      92       6468.98      1912.88      8381.86
1989      93       4610.49      1330.68      5941.17
1989      94       3277.86       936.37      4214.23
1989      95       1926.53       617.42      2543.95
1989      96       1290.07       399.82      1689.89
1989      97        922.43       272.94      1195.37
1989      98        643.46       209.96       853.42
1989      99        454.22       146.31       600.53
1989     100        273.57        91.40       364.97
1989     101        160.46        54.21       214.67
1989     102         95.26        31.23       126.49
1989     103         53.56        18.48        72.04
1989     104         31.46        12.68        44.14
1989     105         17.15         6.25        23.40
1989     106          8.12         2.65        10.77
1989     107          3.83         1.19         5.02
1989     108          1.58         0.29         1.87
1989     109          0.62         0.00         0.62
1989     110+         0.00         0.00         0.00
1990       0     270227.84    286320.58    556548.42
1990       1     262308.67    272352.24    534660.91
1990       2     282959.03    296050.13    579009.16
1990       3     303171.95    316505.24    619677.19
1990       4     323448.38    336785.75    660234.13
1990       5     334059.22    349810.34    683869.56
1990       6     343354.51    357535.70    700890.21
1990       7     335340.87    350728.08    686068.95
1990       8     321142.03    335347.35    656489.38
1990       9     327068.28    339868.76    666937.04
1990      10     322163.81    337429.70    659593.51
1990      11     316789.74    331003.04    647792.78
1990      12     310079.73    325246.75    635326.48
1990      13     313806.93    327994.32    641801.25
1990      14     305505.32    318394.31    623899.63
1990      15     293129.89    307721.55    600851.44
1990      16     287790.75    300238.23    588028.98
1990      17     277288.26    291290.39    568578.65
1990      18     264165.13    276809.50    540974.63
1990      19     255030.22    267506.90    522537.12
1990      20     238990.68    253408.81    492399.49
1990      21     237986.79    252001.95    489988.74
1990      22     234310.30    247020.78    481331.08
1990      23     238015.94    248134.31    486150.25
1990      24     243922.37    252744.41    496666.78
1990      25     251700.87    261156.79    512857.66
1990      26     258389.03    266519.44    524908.47
1990      27     263237.15    272289.22    535526.37
1990      28     271371.86    280153.06    551524.92
1990      29     293893.69    301090.89    594984.58
1990      30     307750.14    315830.44    623580.58
1990      31     325865.53    334311.33    660176.86
1990      32     331674.61    340031.70    671706.31
1990      33     332591.25    338811.76    671403.01
1990      34     335352.30    342102.47    677454.77
1990      35     327309.37    331399.80    658709.17
1990      36     326153.02    329174.35    655327.37
1990      37     323838.83    326413.01    650251.84
1990      38     318489.55    318691.69    637181.24
1990      39     310304.56    312121.28    622425.84
1990      40     293373.69    292832.96    586206.65
1990      41     288470.23    288008.48    576478.71
1990      42     269477.41    267955.26    537432.67
1990      43     247264.08    243506.19    490770.27
1990      44     189443.21    183588.89    373032.10
1990      45     180283.16    173876.98    354160.14
1990      46     175208.27    169319.91    344528.18
1990      47     174616.21    167083.87    341700.08
1990      48     182567.76    175353.85    357921.61
1990      49     196509.71    186518.70    383028.41
1990      50     202145.22    189591.58    391736.80
1990      51     202011.49    187672.79    389684.28
1990      52     202934.27    189338.77    392273.04
1990      53     210075.21    192877.87    402953.08
1990      54     208941.63    191375.59    400317.22
1990      55     204009.41    185397.96    389407.37
1990      56     202568.26    183856.18    386424.44
1990      57     211860.22    189304.97    401165.19
1990      58     212234.55    189628.60    401863.15
1990      59     222170.47    193724.16    415894.63
1990      60     209438.92    179975.07    389413.99
1990      61     209005.98    174253.01    383258.99
1990      62     194842.75    156587.64    351430.39
1990      63     197027.63    148359.87    345387.50
1990      64     204315.81    149204.20    353520.01
1990      65     189506.33    134168.24    323674.57
1990      66     185467.62    130968.88    316436.50
1990      67     175610.95    122767.04    298377.99
1990      68     148799.03    104302.78    253101.81
1990      69     144255.68    101466.55    245722.23
1990      70     125426.33     84678.84    210105.17
1990      71      92613.45     59391.03    152004.48
1990      72      83388.42     54559.45    137947.87
1990      73      87109.60     53958.99    141068.59
1990      74      92740.12     54752.02    147492.14
1990      75     112453.33     65564.61    178017.94
1990      76     109086.14     63727.61    172813.75
1990      77     110498.78     61376.76    171875.54
1990      78      97375.44     53214.35    150589.79
1990      79      94756.08     50826.35    145582.43
1990      80      86051.21     43465.48    129516.69
1990      81      75162.98     36754.69    111917.67
1990      82      68718.57     32624.88    101343.45
1990      83      58478.86     25864.21     84343.07
1990      84      48170.52     20566.04     68736.56
1990      85      42006.43     17219.26     59225.69
1990      86      34381.55     13346.32     47727.87
1990      87      29425.18     10742.10     40167.28
1990      88      22309.47      7695.46     30004.93
1990      89      18599.94      6359.37     24959.31
1990      90      12745.91      3930.30     16676.21
1990      91       9688.45      2909.14     12597.59
1990      92       6862.95      2149.04      9011.99
1990      93       4802.98      1354.88      6157.86
1990      94       3401.49       935.68      4337.17
1990      95       2405.86       675.37      3081.23
1990      96       1321.53       411.42      1732.95
1990      97        895.07       271.82      1166.89
1990      98        612.43       190.94       803.37
1990      99        459.47       148.04       607.51
1990     100        296.65        94.90       391.55
1990     101        165.79        58.12       223.91
1990     102         94.35        34.06       128.41
1990     103         54.43        19.43        73.86
1990     104         29.18        11.07        40.25
1990     105         18.18         7.94        26.12
1990     106          9.54         3.56        13.10
1990     107          3.84         1.21         5.05
1990     108          1.48         0.32         1.80
1990     109          0.35         0.00         0.35
1990     110+         0.00         0.00         0.00
1991       0     262379.66    276493.87    538873.53
1991       1     269756.52    285499.75    555256.27
1991       2     263498.71    273795.11    537293.82
1991       3     283270.44    296451.54    579721.98
1991       4     302828.68    316208.60    619037.28
1991       5     323081.75    336578.60    659660.35
1991       6     333930.74    349581.79    683512.53
1991       7     342864.20    357023.12    699887.32
1991       8     334688.14    349915.34    684603.48
1991       9     320669.59    334674.50    655344.09
1991      10     326056.43    338735.33    664791.76
1991      11     321405.66    336386.09    657791.75
1991      12     315855.45    329894.58    645750.03
1991      13     309377.67    324226.77    633604.44
1991      14     312672.49    326612.08    639284.57
1991      15     304511.37    317162.44    621673.81
1991      16     292319.66    306616.52    598936.18
1991      17     286521.35    298738.16    585259.51
1991      18     276067.55    289530.79    565598.34
1991      19     263325.53    275562.42    538887.95
1991      20     254268.02    266308.15    520576.17
1991      21     238968.61    252793.11    491761.72
1991      22     237687.31    251126.78    488814.09
1991      23     234140.09    246227.57    480367.66
1991      24     237747.54    247501.27    485248.81
1991      25     243494.58    252081.23    495575.81
1991      26     251075.15    260169.17    511244.32
1991      27     257652.93    265515.14    523168.07
1991      28     262717.77    271425.18    534142.95
1991      29     270943.63    279287.46    550231.09
1991      30     292964.99    299644.09    592609.08
1991      31     307244.31    314671.09    621915.40
1991      32     324942.30    332686.18    657628.48
1991      33     330885.30    338428.69    669313.99
1991      34     331728.59    337261.46    668990.05
1991      35     334355.10    340224.33    674579.43
1991      36     326647.10    329870.65    656517.75
1991      37     325115.00    327205.26    652320.26
1991      38     322857.33    324446.77    647304.10
1991      39     317861.87    317029.53    634891.40
1991      40     309264.77    309860.14    619124.91
1991      41     292719.86    291145.32    583865.18
1991      42     287262.31    285733.55    572995.86
1991      43     268684.03    266045.46    534729.49
1991      44     245779.78    241028.17    486807.95
1991      45     189258.59    182500.36    371758.95
1991      46     179663.27    172342.90    352006.17
1991      47     174899.22    167927.37    342826.59
1991      48     173922.00    165399.07    339321.07
1991      49     181740.20    173406.15    355146.35
1991      50     195506.35    184208.16    379714.51
1991      51     201372.26    187336.15    388708.41
1991      52     200978.60    185184.13    386162.73
1991      53     201870.97    186497.86    388368.83
1991      54     208738.18    189807.95    398546.13
1991      55     207506.63    187999.27    395505.90
1991      56     202728.44    182093.85    384822.29
1991      57     201177.50    180327.56    381505.06
1991      58     209848.59    185117.74    394966.33
1991      59     210611.96    185410.93    396022.89
1991      60     219657.70    188710.37    408368.07
1991      61     207357.83    175263.39    382621.22
1991      62     206147.62    168841.63    374989.25
1991      63     192416.99    151730.60    344147.59
1991      64     194191.22    143443.35    337634.57
1991      65     200521.58    143530.30    344051.88
1991      66     186307.55    129083.19    315390.74
1991      67     181832.68    125538.64    307371.32
1991      68     171709.28    117217.11    288926.39
1991      69     145421.30     99290.31    244711.61
1991      70     140088.30     96060.71    236149.01
1991      71     121816.81     79996.19    201813.00
1991      72      89513.12     55890.69    145403.81
1991      73      80413.08     51032.40    131445.48
1991      74      83661.65     50288.21    133949.86
1991      75      88832.88     50697.97    139530.85
1991      76     105933.71     59810.91    165744.62
1991      77     102268.36     57834.13    160102.49
1991      78     103170.90     55301.15    158472.05
1991      79      90514.94     47616.82    138131.76
1991      80      86256.83     44026.78    130283.61
1991      81      78881.21     38101.48    116982.69
1991      82      68195.98     31933.69    100129.67
1991      83      61551.57     27936.88     89488.45
1991      84      51743.86     21762.21     73506.07
1991      85      42096.52     17145.04     59241.56
1991      86      36228.43     14127.26     50355.69
1991      87      29164.55     10811.32     39975.87
1991      88      24497.18      8508.10     33005.28
1991      89      18246.47      6016.46     24262.93
1991      90      14968.94      4846.37     19815.31
1991      91      10036.91      2987.30     13024.21
1991      92       7356.45      2149.14      9505.59
1991      93       5092.95      1569.04      6661.99
1991      94       3445.98       907.88      4353.86
1991      95       2452.49       630.68      3083.17
1991      96       1761.86       498.37      2260.23
1991      97        875.53       269.42      1144.95
1991      98        608.07       183.82       791.89
1991      99        426.71       136.83       563.54
1991     100        305.11        98.21       403.32
1991     101        177.38        58.43       235.81
1991     102         93.50        34.22       127.72
1991     103         51.64        19.84        71.48
1991     104         29.05        11.25        40.30
1991     105         14.60         6.01        20.61
1991     106         10.55         4.75        15.30
1991     107          5.33         1.77         7.10
1991     108          1.57         0.27         1.84
1991     109          0.28         0.00         0.28
1991     110+         0.00         0.00         0.00
1992       0     262209.70    276492.86    538702.56
1992       1     262435.99    276389.61    538825.60
1992       2     269774.20    285247.92    555022.12
1992       3     264777.75    275335.99    540113.74
1992       4     283619.85    296902.95    580522.80
1992       5     302480.41    315965.96    618446.37
1992       6     322711.12    336401.45    659112.57
1992       7     333807.26    349402.24    683209.50
1992       8     342386.88    356509.53    698896.41
1992       9     334019.40    349088.60    683108.00
1992      10     320196.14    334008.65    654204.79
1992      11     325037.57    337602.91    662640.48
1992      12     320658.51    335324.49    655983.00
1992      13     314932.16    328768.13    643700.29
1992      14     308661.61    323186.79    631848.40
1992      15     311526.05    325179.85    636705.90
1992      16     303502.41    315888.57    619390.98
1992      17     291499.43    305467.49    596966.92
1992      18     285234.96    297135.09    582370.05
1992      19     274827.84    287728.18    562556.02
1992      20     262469.93    274274.33    536744.26
1992      21     253481.82    265045.40    518527.22
1992      22     238948.54    252120.41    491068.95
1992      23     237407.83    250236.62    487644.45
1992      24     233938.87    245438.37    479377.24
1992      25     237463.14    246868.24    484331.38
1992      26     243063.79    251414.05    494477.84
1992      27     250455.43    259181.56    509636.99
1992      28     256910.84    264441.83    521352.67
1992      29     262189.38    270517.15    532706.53
1992      30     270468.39    278379.86    548848.25
1992      31     292023.30    298145.29    590168.59
1992      32     306714.47    313485.74    620200.21
1992      33     323999.07    330998.04    654997.11
1992      34     330043.99    336740.68    666784.67
1992      35     330812.92    335621.16    666434.08
1992      36     333294.90    338249.19    671544.09
1992      37     325912.83    328180.49    654093.32
1992      38     323982.98    325070.16    649053.14
1992      39     321798.84    322227.53    644026.37
1992      40     317141.19    315206.37    632347.56
1992      41     308179.99    307474.00    615653.99
1992      42     291985.03    289058.68    581043.71
1992      43     285998.39    283134.61    569133.00
1992      44     267822.66    263846.67    531669.33
1992      45     244223.47    238247.16    482470.63
1992      46     188997.97    181238.83    370236.80
1992      47     178967.38    170559.81    349527.19
1992      48     174517.17    166377.84    340895.01
1992      49     173106.79    163521.28    336628.07
1992      50     180864.65    171089.45    351954.10
1992      51     194406.00    181542.61    375948.61
1992      52     200527.29    184736.72    385264.01
1992      53     199801.70    182247.48    382049.18
1992      54     200765.66    183412.95    384178.61
1992      55     207263.16    186392.03    393655.19
1992      56     205806.64    184329.95    390136.59
1992      57     201221.47    178360.73    379582.20
1992      58     199669.73    176436.93    376106.66
1992      59     207773.96    180489.51    388263.47
1992      60     208878.36    180704.26    389582.62
1992      61     217041.93    183262.58    400304.51
1992      62     204968.75    170087.70    375056.45
1992      63     203058.27    163159.24    366217.51
1992      64     189770.23    146412.56    336182.79
1992      65     191045.81    138150.82    329196.63
1992      66     196542.35    137498.40    334040.75
1992      67     182566.76    123567.13    306133.89
1992      68     177879.73    119818.39    297698.12
1992      69     167369.60    111449.18    278818.78
1992      70     141694.57     94231.83    235926.40
1992      71     135740.91     90524.87    226265.78
1992      72     117815.29     75120.55    192935.84
1992      73      86177.78     52160.35    138338.13
1992      74      77166.75     47341.34    124508.09
1992      75      79933.70     46498.42    126432.12
1992      76      84439.65     46611.91    131051.56
1992      77      99114.08     54074.21    153188.29
1992      78      95114.58     51826.66    146941.24
1992      79      95392.01     49338.54    144730.55
1992      80      84663.01     41456.00    126119.01
1992      81      78997.83     38533.78    117531.61
1992      82      71261.21     32928.48    104189.69
1992      83      60703.98     27265.69     87969.67
1992      84      54278.57     23523.88     77802.45
1992      85      45029.86     18011.21     63041.07
1992      86      36130.52     13947.04     50077.56
1992      87      30521.43     11388.26     41909.69
1992      88      24160.55      8542.32     32702.87
1992      89      19992.18      6591.10     26583.28
1992      90      14454.47      4569.46     19023.93
1992      91      11660.94      3590.37     15251.31
1992      92       7593.91      2119.30      9713.21
1992      93       5401.45      1510.14      6911.59
1992      94       3640.95      1079.04      4719.99
1992      95       2421.98       649.88      3071.86
1992      96       1718.49       420.68      2139.17
1992      97       1285.86       359.37      1645.23
1992      98        535.53       181.42       716.95
1992      99        428.07       131.82       559.89
1992     100        235.78        73.84       309.62
1992     101        188.13        60.10       248.23
1992     102        106.79        34.30       141.09
1992     103         52.70        18.95        71.65
1992     104         28.68        11.06        39.74
1992     105         16.06         6.38        22.44
1992     106          7.50         3.12        10.62
1992     107          7.01         3.00        10.01
1992     108          3.47         0.83         4.30
1992     109          0.61         0.00         0.61
1992     110+         0.00         0.00         0.00
1993       0     247539.97    259731.31    507271.28
1993       1     261507.09    275586.59    537093.68
1993       2     262928.32    276833.35    539761.67
1993       3     269862.87    285057.08    554919.95
1993       4     266060.79    276909.87    542970.66
1993       5     283991.26    297392.37    581383.63
1993       6     302174.14    315731.32    617905.46
1993       7     322349.49    336244.29    658593.78
1993       8     333683.78    349206.69    682890.47
1993       9     341908.56    355999.94    697908.50
1993      10     333379.67    348254.86    681634.53
1993      11     319753.69    333364.80    653118.49
1993      12     324036.72    336461.48    660498.20
1993      13     319902.35    334260.88    654163.23
1993      14     314012.88    327651.67    641664.55
1993      15     307949.55    322121.82    630071.37
1993      16     310384.61    323716.61    634101.22
1993      17     302477.45    314517.70    616995.15
1993      18     290687.21    304192.47    594879.68
1993      19     283928.56    295485.02    579413.58
1993      20     273614.13    285955.58    559569.71
1993      21     261619.33    272985.25    534604.58
1993      22     252693.62    263850.65    516544.27
1993      23     238942.47    251466.71    490409.18
1993      24     237107.34    249389.45    486496.79
1993      25     233766.66    244687.16    478453.82
1993      26     237174.73    246210.20    483384.93
1993      27     242645.00    250780.87    493425.87
1993      28     249811.72    258168.95    507980.67
1993      29     256165.74    263413.52    519579.26
1993      30     261644.00    269548.11    531192.11
1993      31     270039.15    277444.26    547483.41
1993      32     291071.60    296720.49    587792.09
1993      33     306177.64    312246.39    618424.03
1993      34     323033.83    329274.90    652308.73
1993      35     329183.68    334957.66    664141.34
1993      36     329906.26    333893.86    663800.12
1993      37     332262.70    336278.05    668540.75
1993      38     325187.56    326480.34    651667.90
1993      39     322884.96    322917.07    645802.03
1993      40     320700.34    319833.29    640533.63
1993      41     316361.51    313290.21    629651.72
1993      42     307021.21    304951.86    611973.07
1993      43     291197.21    286912.04    578109.25
1993      44     284668.47    280468.67    565137.14
1993      45     266885.28    261510.88    528396.16
1993      46     242611.17    235421.15    478032.32
1993      47     188671.35    179952.30    368623.65
1993      48     178267.48    168712.73    346980.21
1993      49     174106.12    164782.31    338888.43
1993      50     172271.57    161507.48    333779.05
1993      51     179960.09    168755.75    348715.84
1993      52     193244.64    178848.06    372092.70
1993      53     199550.32    182131.29    381681.61
1993      54     198623.81    179328.82    377952.63
1993      55     199584.36    180182.04    379766.40
1993      56     205673.13    182903.11    388576.24
1993      57     204232.64    180610.62    384843.26
1993      58     199699.50    174610.62    374310.12
1993      59     198078.97    172346.30    370425.27
1993      60     205502.34    175849.28    381351.62
1993      61     206951.77    176107.58    383059.35
1993      62     214188.16    177826.79    392014.95
1993      63     202498.66    164959.01    367457.67
1993      64     199875.91    157526.86    357402.77
1993      65     186979.47    141119.52    328098.99
1993      66     187673.40    132923.29    320596.69
1993      67     192488.12    131604.49    324092.61
1993      68     178782.98    117995.08    296778.06
1993      69     173825.78    113996.15    287821.93
1993      70     162960.92    105572.25    268533.17
1993      71     137796.85     89117.36    226914.21
1993      72     131150.53     84934.04    216084.57
1993      73     113615.77     70413.90    184029.67
1993      74      82713.44     48610.01    131323.45
1993      75      73877.42     43778.29    117655.71
1993      76      75984.75     42851.64    118836.39
1993      77      80012.42     42699.86    122712.28
1993      78      92119.45     48748.51    140867.96
1993      79      87800.81     46153.18    133953.99
1993      80      89616.90     43674.12    133291.02
1993      81      77583.01     36518.00    114101.01
1993      82      71699.83     33559.78    105259.61
1993      83      63974.21     28281.48     92255.69
1993      84      53826.98     23122.69     76949.67
1993      85      47512.57     19463.88     66976.45
1993      86      38735.86     14914.21     53650.07
1993      87      30613.52     11352.04     41965.56
1993      88      25447.43      9138.26     34585.69
1993      89      19776.55      6629.32     26405.87
1993      90      15877.18      4959.10     20836.28
1993      91      11271.47      3439.46     14710.93
1993      92       8976.94      2668.37     11645.31
1993      93       5648.91      1520.30      7169.21
1993      94       3954.45      1050.14      5004.59
1993      95       2545.95       738.04      3283.99
1993      96       1672.98       433.88      2106.86
1993      97       1155.49       265.68      1421.17
1993      98        931.86       272.37      1204.23
1993      99        373.53       117.42       490.95
1993     100        260.61        84.63       345.24
1993     101        131.62        37.98       169.60
1993     102        123.72        36.62       160.34
1993     103         70.30        20.03        90.33
1993     104         32.93        10.29        43.22
1993     105         18.26         6.30        24.56
1993     106         10.54         3.86        14.40
1993     107          4.68         1.68         6.36
1993     108          5.69         2.17         7.86
1993     109          2.82         0.83         3.65
1993     110+         0.61         0.00         0.61
1994       0     237419.33    249855.72    487275.05
1994       1     247141.91    259211.92    506353.83
1994       2     261247.48    275194.31    536441.79
1994       3     263500.65    277344.09    540844.74
1994       4     269979.55    284917.25    554896.80
1994       5     267360.82    278508.75    545869.57
1994       6     284367.67    297890.78    582258.45
1994       7     301854.86    315518.68    617373.54
1994       8     322001.86    336076.14    658078.00
1994       9     333574.30    349028.14    682602.44
1994      10     341441.25    355491.36    696932.61
1994      11     332730.94    347439.12    680170.06
1994      12     319303.24    332732.95    652036.19
1994      13     323048.86    335356.06    658404.92
1994      14     319152.20    333193.27    652345.47
1994      15     313088.59    326495.21    639583.80
1994      16     307200.49    321032.84    628233.33
1994      17     309227.17    322192.38    631419.55
1994      18     301457.50    313126.83    614584.33
1994      19     289861.98    302894.44    592756.42
1994      20     282634.16    293839.95    576474.11
1994      21     272405.43    284254.97    556660.40
1994      22     260786.73    271733.17    532519.90
1994      23     251921.42    262697.91    514619.33
1994      24     238918.40    250901.01    489819.41
1994      25     236821.86    248554.28    485376.14
1994      26     233589.44    243956.96    477546.40
1994      27     236907.33    245618.16    482525.49
1994      28     242215.21    250159.69    492374.90
1994      29     249176.00    257231.33    506407.33
1994      30     255424.64    262344.22    517768.86
1994      31     261112.62    268632.08    529744.70
1994      32     269571.91    276561.66    546133.57
1994      33     290128.91    295246.70    585375.61
1994      34     305598.80    311054.05    616652.85
1994      35     322062.60    327576.75    649639.35
